,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
16,2018-09-29,Brad Keller,KCR,45.0,188,6.8,2.0,3.4,0.6,18.1%,5.3%,12.8%,.253,1.22,.298,80.7%,3.18,3.86
17,2018-09-29,Jakob Junis,KCR,44.0,179,7.4,1.0,7.2,1.2,20.1%,2.8%,17.3%,.257,1.11,.295,78.0%,3.84,3.76
18,2018-09-29,Mike Clevinger,CLE,48.1,188,11.0,2.8,3.9,1.1,31.4%,8.0%,23.4%,.169,0.91,.215,90.2%,3.33,3.32
19,2018-09-29,Dylan Covey,CHW,22.0,92,9.0,4.1,2.2,0.4,23.9%,10.9%,13.0%,.220,1.27,.288,75.2%,3.12,3.28
20,2018-09-29,Shane Bieber,CLE,46.1,191,9.9,1.6,6.4,1.0,26.7%,4.2%,22.5%,.262,1.21,.339,67.3%,2.88,2.83
21,2018-09-29,Corey Kluber,CLE,49.0,198,11.6,2.2,5.3,0.7,31.8%,6.1%,25.8%,.238,1.14,.339,77.8%,2.45,2.60
22,2018-09-29,Carlos Carrasco,CLE,46.1,191,12.0,1.9,6.2,1.0,32.5%,5.2%,27.2%,.221,1.08,.307,76.7%,2.54,2.27
0,2018-09-30,Carlos Rodon,CHW,48.1,219,6.0,5.0,1.2,1.3,14.6%,12.3%,2.3%,.265,1.57,.288,62.8%,5.83,6.10
1,2018-09-30,Adam Plutko,CLE,33.1,145,7.8,3.0,2.6,2.4,20.0%,7.6%,12.4%,.256,1.35,.263,71.9%,6.01,5.47
2,2018-09-30,Jake Odorizzi,MIN,38.2,161,7.7,4.4,1.7,0.5,20.5%,11.8%,8.7%,.192,1.19,.236,58.8%,3.68,5.40
3,2018-09-30,James Shields,CHW,47.2,201,6.0,3.4,1.8,2.1,15.9%,9.0%,7.0%,.268,1.38,.272,80.6%,6.20,5.32
4,2018-09-30,Matthew Boyd,DET,41.2,178,9.7,2.2,4.5,2.8,25.3%,5.6%,19.7%,.250,1.22,.264,78.8%,6.07,4.82
5,2018-09-30,Jorge Lopez,KCR,34.0,149,6.1,2.4,2.6,1.3,15.4%,6.0%,9.4%,.295,1.47,.324,61.4%,4.60,4.68
6,2018-09-30,Ian Kennedy,KCR,25.0,102,6.5,2.2,3.0,0.7,17.6%,5.9%,11.8%,.240,1.16,.276,72.5%,3.48,4.62
7,2018-09-30,Jordan Zimmermann,DET,47.2,204,7.0,1.9,3.7,2.6,18.1%,4.9%,13.2%,.276,1.32,.277,70.5%,6.18,4.58
8,2018-09-30,Michael Fulmer,DET,20.1,87,7.5,3.5,2.1,2.2,19.5%,9.2%,10.3%,.228,1.28,.228,57.9%,5.87,4.54
9,2018-09-30,Lucas Giolito,CHW,41.2,184,7.3,3.9,1.9,1.3,18.5%,9.8%,8.7%,.244,1.39,.274,56.2%,4.84,4.44
10,2018-09-30,Jose Berrios,MIN,42.1,183,10.4,4.0,2.6,1.5,26.8%,10.4%,16.4%,.230,1.32,.286,75.2%,4.55,4.12
11,2018-09-30,Francisco Liriano,DET,38.0,174,8.1,4.3,1.9,1.2,19.5%,10.3%,9.2%,.277,1.61,.328,50.9%,4.58,4.05
12,2018-09-30,Daniel Norris,DET,29.0,127,10.2,3.1,3.3,1.6,26.0%,7.9%,18.1%,.259,1.38,.321,67.7%,4.26,4.02
13,2018-09-30,Heath Fillmyer,KCR,40.0,166,7.4,2.3,3.3,1.6,19.9%,6.0%,13.9%,.269,1.30,.302,71.1%,4.54,3.95
14,2018-09-30,Reynaldo Lopez,CHW,47.2,191,10.0,2.8,3.5,0.9,27.8%,7.8%,19.9%,.194,1.03,.248,86.1%,3.31,3.95
15,2018-09-30,Kyle Gibson,MIN,49.2,214,7.2,3.8,1.9,1.4,18.7%,9.8%,8.9%,.269,1.47,.303,74.4%,4.91,3.88
16,2018-09-30,Brad Keller,KCR,45.0,188,6.8,2.0,3.4,0.6,18.1%,5.3%,12.8%,.253,1.22,.298,80.7%,3.18,3.86
17,2018-09-30,Jakob Junis,KCR,50.0,205,7.6,1.1,7.0,1.1,20.5%,2.9%,17.6%,.265,1.16,.311,76.0%,3.58,3.67
18,2018-09-30,Mike Clevinger,CLE,48.1,188,11.0,2.8,3.9,1.1,31.4%,8.0%,23.4%,.169,0.91,.215,90.2%,3.33,3.32
19,2018-09-30,Dylan Covey,CHW,22.0,92,9.0,4.1,2.2,0.4,23.9%,10.9%,13.0%,.220,1.27,.288,75.2%,3.12,3.28
20,2018-09-30,Shane Bieber,CLE,46.1,191,9.9,1.6,6.4,1.0,26.7%,4.2%,22.5%,.262,1.21,.339,67.3%,2.88,2.83
21,2018-09-30,Corey Kluber,CLE,47.0,196,11.9,2.3,5.2,0.8,31.6%,6.1%,25.5%,.251,1.23,.359,74.9%,2.46,2.65
22,2018-09-30,Carlos Carrasco,CLE,46.1,191,12.0,1.9,6.2,1.0,32.5%,5.2%,27.2%,.221,1.08,.307,76.7%,2.54,2.27
0,2018-10-01,Carlos Rodon,CHW,40.1,190,5.8,5.8,1.0,1.6,13.7%,13.7%,0.0%,.279,1.74,.296,63.4%,6.51,6.50
1,2018-10-01,Adam Plutko,CLE,33.1,145,7.8,3.0,2.6,2.4,20.0%,7.6%,12.4%,.256,1.35,.263,71.9%,6.01,5.47
2,2018-10-01,Jake Odorizzi,MIN,38.2,161,7.7,4.4,1.7,0.5,20.5%,11.8%,8.7%,.192,1.19,.236,58.8%,3.68,5.40
3,2018-10-01,James Shields,CHW,47.2,201,6.0,3.4,1.8,2.1,15.9%,9.0%,7.0%,.268,1.38,.272,80.6%,6.20,5.32
4,2018-10-01,Matthew Boyd,DET,41.2,178,9.7,2.2,4.5,2.8,25.3%,5.6%,19.7%,.250,1.22,.264,78.8%,6.07,4.82
5,2018-10-01,Ian Kennedy,KCR,25.0,102,6.5,2.2,3.0,0.7,17.6%,5.9%,11.8%,.240,1.16,.276,72.5%,3.48,4.62
6,2018-10-01,Jordan Zimmermann,DET,42.2,180,7.0,2.1,3.3,2.5,18.3%,5.6%,12.8%,.262,1.27,.260,74.0%,6.11,4.55
7,2018-10-01,Michael Fulmer,DET,20.1,87,7.5,3.5,2.1,2.2,19.5%,9.2%,10.3%,.228,1.28,.228,57.9%,5.87,4.54
8,2018-10-01,Lucas Giolito,CHW,41.2,184,7.3,3.9,1.9,1.3,18.5%,9.8%,8.7%,.244,1.39,.274,56.2%,4.84,4.44
9,2018-10-01,Jorge Lopez,KCR,29.1,125,6.1,2.1,2.9,1.2,16.0%,5.6%,10.4%,.280,1.36,.308,63.9%,4.29,4.37
10,2018-10-01,Francisco Liriano,DET,38.0,174,8.1,4.3,1.9,1.2,19.5%,10.3%,9.2%,.277,1.61,.328,50.9%,4.58,4.05
11,2018-10-01,Daniel Norris,DET,29.0,127,10.2,3.1,3.3,1.6,26.0%,7.9%,18.1%,.259,1.38,.321,67.7%,4.26,4.02
12,2018-10-01,Jose Berrios,MIN,38.2,162,10.5,4.0,2.6,1.4,27.8%,10.5%,17.3%,.210,1.22,.261,76.3%,4.32,4.02
13,2018-10-01,Heath Fillmyer,KCR,40.0,166,7.4,2.3,3.3,1.6,19.9%,6.0%,13.9%,.269,1.30,.302,71.1%,4.54,3.95
14,2018-10-01,Reynaldo Lopez,CHW,47.2,191,10.0,2.8,3.5,0.9,27.8%,7.8%,19.9%,.194,1.03,.248,86.1%,3.31,3.95
15,2018-10-01,Kyle Gibson,MIN,49.2,214,7.2,3.8,1.9,1.4,18.7%,9.8%,8.9%,.269,1.47,.303,74.4%,4.91,3.88
16,2018-10-01,Brad Keller,KCR,45.0,188,6.8,2.0,3.4,0.6,18.1%,5.3%,12.8%,.253,1.22,.298,80.7%,3.18,3.86
17,2018-10-01,Jakob Junis,KCR,50.0,205,7.6,1.1,7.0,1.1,20.5%,2.9%,17.6%,.265,1.16,.311,76.0%,3.58,3.67
18,2018-10-01,Dylan Covey,CHW,28.0,118,8.0,3.9,2.1,1.0,21.2%,10.2%,11.0%,.226,1.29,.269,72.3%,4.05,3.60
19,2018-10-01,Mike Clevinger,CLE,48.1,188,11.0,2.8,3.9,1.1,31.4%,8.0%,23.4%,.169,0.91,.215,90.2%,3.33,3.32
20,2018-10-01,Shane Bieber,CLE,42.0,169,9.9,1.3,7.7,0.9,27.2%,3.5%,23.7%,.252,1.12,.327,65.2%,2.64,2.66
21,2018-10-01,Corey Kluber,CLE,47.0,196,11.9,2.3,5.2,0.8,31.6%,6.1%,25.5%,.251,1.23,.359,74.9%,2.46,2.65
22,2018-10-01,Carlos Carrasco,CLE,51.1,211,11.9,2.1,5.7,0.9,32.2%,5.7%,26.5%,.216,1.07,.302,77.1%,2.48,2.34
0,2018-10-02,Carlos Rodon,CHW,40.1,190,5.8,5.8,1.0,1.6,13.7%,13.7%,0.0%,.279,1.74,.296,63.4%,6.51,6.50
1,2018-10-02,Adam Plutko,CLE,33.1,145,7.8,3.0,2.6,2.4,20.0%,7.6%,12.4%,.256,1.35,.263,71.9%,6.01,5.47
2,2018-10-02,Jake Odorizzi,MIN,38.2,161,7.7,4.4,1.7,0.5,20.5%,11.8%,8.7%,.192,1.19,.236,58.8%,3.68,5.40
3,2018-10-02,James Shields,CHW,47.2,201,6.0,3.4,1.8,2.1,15.9%,9.0%,7.0%,.268,1.38,.272,80.6%,6.20,5.32
4,2018-10-02,Matthew Boyd,DET,41.2,178,9.7,2.2,4.5,2.8,25.3%,5.6%,19.7%,.250,1.22,.264,78.8%,6.07,4.82
5,2018-10-02,Ian Kennedy,KCR,25.0,102,6.5,2.2,3.0,0.7,17.6%,5.9%,11.8%,.240,1.16,.276,72.5%,3.48,4.62
6,2018-10-02,Jordan Zimmermann,DET,42.2,180,7.0,2.1,3.3,2.5,18.3%,5.6%,12.8%,.262,1.27,.260,74.0%,6.11,4.55
7,2018-10-02,Michael Fulmer,DET,20.1,87,7.5,3.5,2.1,2.2,19.5%,9.2%,10.3%,.228,1.28,.228,57.9%,5.87,4.54
8,2018-10-02,Lucas Giolito,CHW,41.2,184,7.3,3.9,1.9,1.3,18.5%,9.8%,8.7%,.244,1.39,.274,56.2%,4.84,4.44
9,2018-10-02,Jorge Lopez,KCR,29.1,125,6.1,2.1,2.9,1.2,16.0%,5.6%,10.4%,.280,1.36,.308,63.9%,4.29,4.37
10,2018-10-02,Daniel Norris,DET,29.0,127,10.2,3.1,3.3,1.6,26.0%,7.9%,18.1%,.259,1.38,.321,67.7%,4.26,4.02
11,2018-10-02,Jose Berrios,MIN,38.2,162,10.5,4.0,2.6,1.4,27.8%,10.5%,17.3%,.210,1.22,.261,76.3%,4.32,4.02
12,2018-10-02,Heath Fillmyer,KCR,40.0,166,7.4,2.3,3.3,1.6,19.9%,6.0%,13.9%,.269,1.30,.302,71.1%,4.54,3.95
13,2018-10-02,Reynaldo Lopez,CHW,47.2,191,10.0,2.8,3.5,0.9,27.8%,7.8%,19.9%,.194,1.03,.248,86.1%,3.31,3.95
14,2018-10-02,Kyle Gibson,MIN,49.2,214,7.2,3.8,1.9,1.4,18.7%,9.8%,8.9%,.269,1.47,.303,74.4%,4.91,3.88
15,2018-10-02,Brad Keller,KCR,45.0,188,6.8,2.0,3.4,0.6,18.1%,5.3%,12.8%,.253,1.22,.298,80.7%,3.18,3.86
16,2018-10-02,Francisco Liriano,DET,36.1,161,8.2,3.7,2.2,0.7,20.5%,9.3%,11.2%,.262,1.46,.321,56.2%,3.74,3.76
17,2018-10-02,Jakob Junis,KCR,50.0,205,7.6,1.1,7.0,1.1,20.5%,2.9%,17.6%,.265,1.16,.311,76.0%,3.58,3.67
18,2018-10-02,Dylan Covey,CHW,28.0,118,8.0,3.9,2.1,1.0,21.2%,10.2%,11.0%,.226,1.29,.269,72.3%,4.05,3.60
19,2018-10-02,Mike Clevinger,CLE,48.1,188,11.0,2.8,3.9,1.1,31.4%,8.0%,23.4%,.169,0.91,.215,90.2%,3.33,3.32
20,2018-10-02,Shane Bieber,CLE,42.0,169,9.9,1.3,7.7,0.9,27.2%,3.5%,23.7%,.252,1.12,.327,65.2%,2.64,2.66
21,2018-10-02,Corey Kluber,CLE,47.0,196,11.9,2.3,5.2,0.8,31.6%,6.1%,25.5%,.251,1.23,.359,74.9%,2.46,2.65
22,2018-10-02,Carlos Carrasco,CLE,51.1,211,11.9,2.1,5.7,0.9,32.2%,5.7%,26.5%,.216,1.07,.302,77.1%,2.48,2.34
0,2018-10-03,Carlos Rodon,CHW,40.1,190,5.8,5.8,1.0,1.6,13.7%,13.7%,0.0%,.279,1.74,.296,63.4%,6.51,6.50
1,2018-10-03,James Shields,CHW,40.2,174,6.0,3.5,1.7,2.4,15.5%,9.2%,6.3%,.273,1.43,.267,83.7%,6.82,5.54
2,2018-10-03,Adam Plutko,CLE,33.1,145,7.8,3.0,2.6,2.4,20.0%,7.6%,12.4%,.256,1.35,.263,71.9%,6.01,5.47
3,2018-10-03,Jake Odorizzi,MIN,38.2,161,7.7,4.4,1.7,0.5,20.5%,11.8%,8.7%,.192,1.19,.236,58.8%,3.68,5.40
4,2018-10-03,Matthew Boyd,DET,35.1,153,9.7,2.5,3.8,2.8,24.8%,6.5%,18.3%,.262,1.33,.283,80.4%,6.08,4.88
5,2018-10-03,Ian Kennedy,KCR,25.0,102,6.5,2.2,3.0,0.7,17.6%,5.9%,11.8%,.240,1.16,.276,72.5%,3.48,4.62
6,2018-10-03,Jordan Zimmermann,DET,42.2,180,7.0,2.1,3.3,2.5,18.3%,5.6%,12.8%,.262,1.27,.260,74.0%,6.11,4.55
7,2018-10-03,Michael Fulmer,DET,20.1,87,7.5,3.5,2.1,2.2,19.5%,9.2%,10.3%,.228,1.28,.228,57.9%,5.87,4.54
8,2018-10-03,Lucas Giolito,CHW,41.2,184,7.3,3.9,1.9,1.3,18.5%,9.8%,8.7%,.244,1.39,.274,56.2%,4.84,4.44
9,2018-10-03,Jorge Lopez,KCR,29.1,125,6.1,2.1,2.9,1.2,16.0%,5.6%,10.4%,.280,1.36,.308,63.9%,4.29,4.37
10,2018-10-03,Daniel Norris,DET,29.0,127,10.2,3.1,3.3,1.6,26.0%,7.9%,18.1%,.259,1.38,.321,67.7%,4.26,4.02
11,2018-10-03,Jose Berrios,MIN,38.2,162,10.5,4.0,2.6,1.4,27.8%,10.5%,17.3%,.210,1.22,.261,76.3%,4.32,4.02
12,2018-10-03,Heath Fillmyer,KCR,40.0,166,7.4,2.3,3.3,1.6,19.9%,6.0%,13.9%,.269,1.30,.302,71.1%,4.54,3.95
13,2018-10-03,Reynaldo Lopez,CHW,47.2,191,10.0,2.8,3.5,0.9,27.8%,7.8%,19.9%,.194,1.03,.248,86.1%,3.31,3.95
14,2018-10-03,Brad Keller,KCR,45.0,188,6.8,2.0,3.4,0.6,18.1%,5.3%,12.8%,.253,1.22,.298,80.7%,3.18,3.86
15,2018-10-03,Kyle Gibson,MIN,42.2,186,7.4,3.8,1.9,1.7,18.8%,9.7%,9.1%,.262,1.45,.288,74.8%,5.22,3.83
16,2018-10-03,Francisco Liriano,DET,36.1,161,8.2,3.7,2.2,0.7,20.5%,9.3%,11.2%,.262,1.46,.321,56.2%,3.74,3.76
17,2018-10-03,Dylan Covey,CHW,28.0,118,8.0,3.9,2.1,1.0,21.2%,10.2%,11.0%,.226,1.29,.269,72.3%,4.05,3.60
18,2018-10-03,Jakob Junis,KCR,44.2,180,7.5,0.6,12.3,1.2,20.6%,1.7%,18.9%,.269,1.12,.311,75.7%,3.59,3.39
19,2018-10-03,Mike Clevinger,CLE,48.1,188,11.0,2.8,3.9,1.1,31.4%,8.0%,23.4%,.169,0.91,.215,90.2%,3.33,3.32
20,2018-10-03,Shane Bieber,CLE,42.0,169,9.9,1.3,7.7,0.9,27.2%,3.5%,23.7%,.252,1.12,.327,65.2%,2.64,2.66
21,2018-10-03,Corey Kluber,CLE,47.0,196,11.9,2.3,5.2,0.8,31.6%,6.1%,25.5%,.251,1.23,.359,74.9%,2.46,2.65
22,2018-10-03,Carlos Carrasco,CLE,44.1,185,12.6,2.2,5.6,1.0,33.5%,5.9%,27.6%,.230,1.15,.327,75.0%,2.57,2.19
0,2018-10-04,Carlos Rodon,CHW,40.1,190,5.8,5.8,1.0,1.6,13.7%,13.7%,0.0%,.279,1.74,.296,63.4%,6.51,6.50
1,2018-10-04,Adam Plutko,CLE,26.1,120,7.9,3.4,2.3,2.7,19.2%,8.3%,10.8%,.284,1.56,.295,74.7%,6.62,5.80
2,2018-10-04,James Shields,CHW,40.2,174,6.0,3.5,1.7,2.4,15.5%,9.2%,6.3%,.273,1.43,.267,83.7%,6.82,5.54
3,2018-10-04,Jake Odorizzi,MIN,38.2,161,7.7,4.4,1.7,0.5,20.5%,11.8%,8.7%,.192,1.19,.236,58.8%,3.68,5.40
4,2018-10-04,Matthew Boyd,DET,35.1,153,9.7,2.5,3.8,2.8,24.8%,6.5%,18.3%,.262,1.33,.283,80.4%,6.08,4.88
5,2018-10-04,Ian Kennedy,KCR,25.0,102,6.5,2.2,3.0,0.7,17.6%,5.9%,11.8%,.240,1.16,.276,72.5%,3.48,4.62
6,2018-10-04,Jordan Zimmermann,DET,42.2,180,7.0,2.1,3.3,2.5,18.3%,5.6%,12.8%,.262,1.27,.260,74.0%,6.11,4.55
7,2018-10-04,Michael Fulmer,DET,20.1,87,7.5,3.5,2.1,2.2,19.5%,9.2%,10.3%,.228,1.28,.228,57.9%,5.87,4.54
8,2018-10-04,Lucas Giolito,CHW,41.2,184,7.3,3.9,1.9,1.3,18.5%,9.8%,8.7%,.244,1.39,.274,56.2%,4.84,4.44
9,2018-10-04,Jorge Lopez,KCR,29.1,125,6.1,2.1,2.9,1.2,16.0%,5.6%,10.4%,.280,1.36,.308,63.9%,4.29,4.37
10,2018-10-04,Brad Keller,KCR,40.0,167,6.5,2.3,2.9,0.5,17.4%,6.0%,11.4%,.242,1.20,.286,77.4%,3.11,4.07
11,2018-10-04,Daniel Norris,DET,29.0,127,10.2,3.1,3.3,1.6,26.0%,7.9%,18.1%,.259,1.38,.321,67.7%,4.26,4.02
12,2018-10-04,Jose Berrios,MIN,38.2,162,10.5,4.0,2.6,1.4,27.8%,10.5%,17.3%,.210,1.22,.261,76.3%,4.32,4.02
13,2018-10-04,Heath Fillmyer,KCR,40.0,166,7.4,2.3,3.3,1.6,19.9%,6.0%,13.9%,.269,1.30,.302,71.1%,4.54,3.95
14,2018-10-04,Reynaldo Lopez,CHW,47.2,191,10.0,2.8,3.5,0.9,27.8%,7.8%,19.9%,.194,1.03,.248,86.1%,3.31,3.95
15,2018-10-04,Kyle Gibson,MIN,42.2,186,7.4,3.8,1.9,1.7,18.8%,9.7%,9.1%,.262,1.45,.288,74.8%,5.22,3.83
16,2018-10-04,Francisco Liriano,DET,36.1,161,8.2,3.7,2.2,0.7,20.5%,9.3%,11.2%,.262,1.46,.321,56.2%,3.74,3.76
17,2018-10-04,Dylan Covey,CHW,22.1,95,7.7,3.6,2.1,0.8,20.0%,9.5%,10.5%,.233,1.30,.277,68.7%,3.83,3.70
18,2018-10-04,Jakob Junis,KCR,44.2,180,7.5,0.6,12.3,1.2,20.6%,1.7%,18.9%,.269,1.12,.311,75.7%,3.59,3.39
19,2018-10-04,Mike Clevinger,CLE,48.1,188,11.0,2.8,3.9,1.1,31.4%,8.0%,23.4%,.169,0.91,.215,90.2%,3.33,3.32
20,2018-10-04,Shane Bieber,CLE,42.0,169,9.9,1.3,7.7,0.9,27.2%,3.5%,23.7%,.252,1.12,.327,65.2%,2.64,2.66
21,2018-10-04,Corey Kluber,CLE,47.0,196,11.9,2.3,5.2,0.8,31.6%,6.1%,25.5%,.251,1.23,.359,74.9%,2.46,2.65
22,2018-10-04,Carlos Carrasco,CLE,44.1,185,12.6,2.2,5.6,1.0,33.5%,5.9%,27.6%,.230,1.15,.327,75.0%,2.57,2.19
0,2018-10-05,Carlos Rodon,CHW,40.1,190,5.8,5.8,1.0,1.6,13.7%,13.7%,0.0%,.279,1.74,.296,63.4%,6.51,6.50
1,2018-10-05,Adam Plutko,CLE,26.1,120,7.9,3.4,2.3,2.7,19.2%,8.3%,10.8%,.284,1.56,.295,74.7%,6.62,5.80
2,2018-10-05,Jake Odorizzi,MIN,33.2,140,7.0,4.5,1.5,0.5,18.6%,12.1%,6.4%,.189,1.19,.223,62.8%,3.99,5.72
3,2018-10-05,James Shields,CHW,40.2,174,6.0,3.5,1.7,2.4,15.5%,9.2%,6.3%,.273,1.43,.267,83.7%,6.82,5.54
4,2018-10-05,Matthew Boyd,DET,35.1,153,9.7,2.5,3.8,2.8,24.8%,6.5%,18.3%,.262,1.33,.283,80.4%,6.08,4.88
5,2018-10-05,Ian Kennedy,KCR,25.0,102,6.5,2.2,3.0,0.7,17.6%,5.9%,11.8%,.240,1.16,.276,72.5%,3.48,4.62
6,2018-10-05,Jordan Zimmermann,DET,42.2,180,7.0,2.1,3.3,2.5,18.3%,5.6%,12.8%,.262,1.27,.260,74.0%,6.11,4.55
7,2018-10-05,Michael Fulmer,DET,20.1,87,7.5,3.5,2.1,2.2,19.5%,9.2%,10.3%,.228,1.28,.228,57.9%,5.87,4.54
8,2018-10-05,Lucas Giolito,CHW,41.2,184,7.3,3.9,1.9,1.3,18.5%,9.8%,8.7%,.244,1.39,.274,56.2%,4.84,4.44
9,2018-10-05,Jorge Lopez,KCR,29.1,125,6.1,2.1,2.9,1.2,16.0%,5.6%,10.4%,.280,1.36,.308,63.9%,4.29,4.37
10,2018-10-05,Brad Keller,KCR,40.0,167,6.5,2.3,2.9,0.5,17.4%,6.0%,11.4%,.242,1.20,.286,77.4%,3.11,4.07
11,2018-10-05,Daniel Norris,DET,29.0,127,10.2,3.1,3.3,1.6,26.0%,7.9%,18.1%,.259,1.38,.321,67.7%,4.26,4.02
12,2018-10-05,Jose Berrios,MIN,38.2,162,10.5,4.0,2.6,1.4,27.8%,10.5%,17.3%,.210,1.22,.261,76.3%,4.32,4.02
13,2018-10-05,Reynaldo Lopez,CHW,45.2,178,9.5,2.8,3.4,0.4,27.0%,7.9%,19.1%,.172,0.92,.230,89.5%,2.61,4.00
14,2018-10-05,Kyle Gibson,MIN,42.2,186,7.4,3.8,1.9,1.7,18.8%,9.7%,9.1%,.262,1.45,.288,74.8%,5.22,3.83
15,2018-10-05,Heath Fillmyer,KCR,37.0,149,7.3,2.2,3.3,1.0,20.1%,6.0%,14.1%,.250,1.19,.292,72.9%,3.67,3.79
16,2018-10-05,Francisco Liriano,DET,36.1,161,8.2,3.7,2.2,0.7,20.5%,9.3%,11.2%,.262,1.46,.321,56.2%,3.74,3.76
17,2018-10-05,Dylan Covey,CHW,22.1,95,7.7,3.6,2.1,0.8,20.0%,9.5%,10.5%,.233,1.30,.277,68.7%,3.83,3.70
18,2018-10-05,Jakob Junis,KCR,44.2,180,7.5,0.6,12.3,1.2,20.6%,1.7%,18.9%,.269,1.12,.311,75.7%,3.59,3.39
19,2018-10-05,Mike Clevinger,CLE,42.1,164,11.1,3.0,3.7,1.3,31.7%,8.5%,23.2%,.148,0.85,.176,87.4%,3.61,3.25
20,2018-10-05,Shane Bieber,CLE,42.0,169,9.9,1.3,7.7,0.9,27.2%,3.5%,23.7%,.252,1.12,.327,65.2%,2.64,2.66
21,2018-10-05,Corey Kluber,CLE,47.0,196,11.9,2.3,5.2,0.8,31.6%,6.1%,25.5%,.251,1.23,.359,74.9%,2.46,2.65
22,2018-10-05,Carlos Carrasco,CLE,44.1,185,12.6,2.2,5.6,1.0,33.5%,5.9%,27.6%,.230,1.15,.327,75.0%,2.57,2.19
0,2018-10-06,Carlos Rodon,CHW,40.1,190,5.8,5.8,1.0,1.6,13.7%,13.7%,0.0%,.279,1.74,.296,63.4%,6.51,6.50
1,2018-10-06,Adam Plutko,CLE,26.1,120,7.9,3.4,2.3,2.7,19.2%,8.3%,10.8%,.284,1.56,.295,74.7%,6.62,5.80
2,2018-10-06,Jake Odorizzi,MIN,33.2,140,7.0,4.5,1.5,0.5,18.6%,12.1%,6.4%,.189,1.19,.223,62.8%,3.99,5.72
3,2018-10-06,James Shields,CHW,40.2,174,6.0,3.5,1.7,2.4,15.5%,9.2%,6.3%,.273,1.43,.267,83.7%,6.82,5.54
4,2018-10-06,Matthew Boyd,DET,35.1,153,9.7,2.5,3.8,2.8,24.8%,6.5%,18.3%,.262,1.33,.283,80.4%,6.08,4.88
5,2018-10-06,Ian Kennedy,KCR,25.0,102,6.5,2.2,3.0,0.7,17.6%,5.9%,11.8%,.240,1.16,.276,72.5%,3.48,4.62
6,2018-10-06,Jordan Zimmermann,DET,42.2,180,7.0,2.1,3.3,2.5,18.3%,5.6%,12.8%,.262,1.27,.260,74.0%,6.11,4.55
7,2018-10-06,Lucas Giolito,CHW,35.2,159,7.1,4.0,1.8,1.3,17.6%,10.1%,7.5%,.248,1.43,.278,54.4%,4.93,4.54
8,2018-10-06,Michael Fulmer,DET,20.1,87,7.5,3.5,2.1,2.2,19.5%,9.2%,10.3%,.228,1.28,.228,57.9%,5.87,4.54
9,2018-10-06,Jorge Lopez,KCR,24.1,104,6.3,1.5,4.3,1.5,16.4%,3.9%,12.5%,.280,1.32,.304,56.8%,4.39,4.29
10,2018-10-06,Brad Keller,KCR,40.0,167,6.5,2.3,2.9,0.5,17.4%,6.0%,11.4%,.242,1.20,.286,77.4%,3.11,4.07
11,2018-10-06,Daniel Norris,DET,29.0,127,10.2,3.1,3.3,1.6,26.0%,7.9%,18.1%,.259,1.38,.321,67.7%,4.26,4.02
12,2018-10-06,Jose Berrios,MIN,38.2,162,10.5,4.0,2.6,1.4,27.8%,10.5%,17.3%,.210,1.22,.261,76.3%,4.32,4.02
13,2018-10-06,Reynaldo Lopez,CHW,45.2,178,9.5,2.8,3.4,0.4,27.0%,7.9%,19.1%,.172,0.92,.230,89.5%,2.61,4.00
14,2018-10-06,Kyle Gibson,MIN,42.2,186,7.4,3.8,1.9,1.7,18.8%,9.7%,9.1%,.262,1.45,.288,74.8%,5.22,3.83
15,2018-10-06,Heath Fillmyer,KCR,37.0,149,7.3,2.2,3.3,1.0,20.1%,6.0%,14.1%,.250,1.19,.292,72.9%,3.67,3.79
16,2018-10-06,Francisco Liriano,DET,36.1,161,8.2,3.7,2.2,0.7,20.5%,9.3%,11.2%,.262,1.46,.321,56.2%,3.74,3.76
17,2018-10-06,Dylan Covey,CHW,22.1,95,7.7,3.6,2.1,0.8,20.0%,9.5%,10.5%,.233,1.30,.277,68.7%,3.83,3.70
18,2018-10-06,Jakob Junis,KCR,44.2,180,7.5,0.6,12.3,1.2,20.6%,1.7%,18.9%,.269,1.12,.311,75.7%,3.59,3.39
19,2018-10-06,Mike Clevinger,CLE,42.1,164,11.1,3.0,3.7,1.3,31.7%,8.5%,23.2%,.148,0.85,.176,87.4%,3.61,3.25
20,2018-10-06,Shane Bieber,CLE,42.0,169,9.9,1.3,7.7,0.9,27.2%,3.5%,23.7%,.252,1.12,.327,65.2%,2.64,2.66
21,2018-10-06,Corey Kluber,CLE,40.2,168,12.4,2.4,5.1,0.9,33.3%,6.6%,26.8%,.237,1.18,.344,76.0%,2.57,2.55
22,2018-10-06,Carlos Carrasco,CLE,44.1,185,12.6,2.2,5.6,1.0,33.5%,5.9%,27.6%,.230,1.15,.327,75.0%,2.57,2.19
0,2018-10-07,Carlos Rodon,CHW,40.1,190,5.8,5.8,1.0,1.6,13.7%,13.7%,0.0%,.279,1.74,.296,63.4%,6.51,6.50
1,2018-10-07,Adam Plutko,CLE,26.1,120,7.9,3.4,2.3,2.7,19.2%,8.3%,10.8%,.284,1.56,.295,74.7%,6.62,5.80
